station_Borgo Valsugana,station_Parco S. Chiara,station_Rovereto,elevation,day,cos_week_day,sin_week_day,cos_hour,sin_hour,temperature,precipitation,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_diff_1,PM2.5_diff_2,NO2_1,power_area_50_1,power_area_50_2,target
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-0.8660254037844388,-0.4999999999999998,3.875,0.0,13.0,14.0,35.0,-1.0,-22.0,27.0,44.78654721478699,49.76380070467184,14.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-0.7071067811865479,-0.7071067811865471,4.275,0.0,14.0,13.0,14.0,1.0,0.0,27.0,46.42196648650798,44.78654721478699,22.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-0.5000000000000004,-0.8660254037844384,4.325,0.0,22.0,14.0,13.0,8.0,9.0,35.0,49.91914866462282,46.42196648650798,37.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-0.25881904510252063,-0.9659258262890683,2.675,0.0,37.0,22.0,14.0,15.0,23.0,59.0,51.65921178060032,49.91914866462282,32.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-1.8369701987210297e-16,-1.0,1.1,0.0,32.0,37.0,22.0,-5.0,10.0,65.0,51.92133764703128,51.65921178060032,42.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,0.2588190451025203,-0.9659258262890684,-0.175,0.0,42.0,32.0,37.0,10.0,5.0,72.0,50.86482637230832,51.92133764703128,37.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,0.5,-0.8660254037844386,-0.35,0.0,37.0,42.0,32.0,-5.0,5.0,68.0,48.92984498323216,50.86482637230832,37.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,0.7071067811865475,-0.7071067811865477,-0.75,0.0,37.0,37.0,42.0,0.0,-5.0,67.0,43.13533441320066,48.92984498323216,43.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,0.8660254037844384,-0.5000000000000004,-0.5249999999999999,0.0,43.0,37.0,37.0,6.0,6.0,61.0,31.92147333156597,43.13533441320066,33.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,0.9659258262890681,-0.2588190451025215,-1.1,0.0,33.0,43.0,37.0,-10.0,-4.0,54.0,30.197707375889884,31.92147333156597,51.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.9659258262890683,0.25881904510252074,-1.125,0.0,51.0,33.0,43.0,18.0,8.0,48.0,23.048544489437084,30.197707375889884,35.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.8660254037844387,0.49999999999999994,-0.95,0.0,35.0,51.0,33.0,-16.0,2.0,43.0,19.88523046332047,23.048544489437084,32.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.7071067811865476,0.7071067811865475,-1.075,0.0,32.0,35.0,51.0,-3.0,-19.0,39.0,18.14760140466059,19.88523046332047,31.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.5000000000000001,0.8660254037844386,-1.05,0.0,31.0,32.0,35.0,-1.0,-4.0,36.0,18.788743842755828,18.14760140466059,29.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.25881904510252074,0.9659258262890683,-1.325,0.0,29.0,31.0,32.0,-2.0,-3.0,39.0,17.50582273880446,18.788743842755828,29.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,6.123233995736766e-17,1.0,-0.925,0.0,29.0,29.0,31.0,0.0,-2.0,37.0,18.37888174338565,17.50582273880446,28.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.25881904510252063,0.9659258262890683,-0.825,0.0,28.0,29.0,29.0,-1.0,-1.0,37.0,17.916250302545635,18.37888174338565,30.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.4999999999999998,0.8660254037844388,-0.8,0.0,30.0,28.0,29.0,2.0,1.0,39.0,22.289294180917835,17.916250302545635,33.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.7071067811865475,0.7071067811865476,-0.6,0.0,33.0,30.0,28.0,3.0,5.0,43.0,27.336959747818568,22.289294180917835,32.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6,0.0,32.0,33.0,30.0,-1.0,2.0,41.0,27.97968384823293,27.336959747818568,32.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.9659258262890682,0.258819045102521,0.775,0.0,32.0,32.0,33.0,0.0,-1.0,41.0,29.54126459611357,27.97968384823293,29.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-1.0,1.2246467991473532e-16,2.6,0.0,29.0,32.0,32.0,-3.0,-3.0,42.0,27.76920345175258,29.54126459611357,26.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.9659258262890683,-0.2588190451025208,3.375,0.0,26.0,29.0,32.0,-3.0,-6.0,39.0,24.71645128027489,27.76920345175258,27.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.8660254037844388,-0.4999999999999998,4.025,0.0,27.0,26.0,29.0,1.0,-2.0,42.0,22.600606611814896,24.71645128027489,28.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.7071067811865479,-0.7071067811865471,4.225,0.0,28.0,27.0,26.0,1.0,2.0,40.0,22.12814452347237,22.600606611814896,24.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.5000000000000004,-0.8660254037844384,4.8,0.0,24.0,28.0,27.0,-4.0,-3.0,41.0,20.75032134605931,22.12814452347237,39.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.25881904510252063,-0.9659258262890683,3.625,0.0,39.0,24.0,28.0,15.0,11.0,52.0,23.063168705521512,20.75032134605931,44.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-1.8369701987210297e-16,-1.0,1.55,0.0,44.0,39.0,24.0,5.0,20.0,59.0,26.632286782902625,23.063168705521512,58.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.2588190451025203,-0.9659258262890684,1.3,0.0,58.0,44.0,39.0,14.0,19.0,60.0,28.77062181059608,26.632286782902625,38.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.5,-0.8660254037844386,1.3,0.0,38.0,58.0,44.0,-20.0,-6.0,55.0,28.239675663504137,28.77062181059608,36.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.7071067811865475,-0.7071067811865477,0.6,0.0,36.0,38.0,58.0,-2.0,-22.0,60.0,27.348547820525244,28.239675663504137,41.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.8660254037844384,-0.5000000000000004,-0.425,0.0,41.0,36.0,38.0,5.0,3.0,48.0,24.53913984419353,27.348547820525244,48.0
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,0.9659258262890681,-0.2588190451025215,-0.675,0.0,48.0,41.0,36.0,7.0,12.0,42.0,22.217283056591995,24.53913984419353,42.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.9659258262890683,0.25881904510252074,-1.425,0.0,42.0,48.0,41.0,-6.0,1.0,39.0,19.673058350111784,22.217283056591995,32.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.8660254037844387,0.49999999999999994,-1.85,0.0,32.0,42.0,48.0,-10.0,-16.0,32.0,17.30127413923671,19.673058350111784,29.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.7071067811865476,0.7071067811865475,-2.225,0.0,29.0,32.0,42.0,-3.0,-13.0,32.0,16.169508826089157,17.30127413923671,27.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-2.375,0.0,27.0,29.0,32.0,-2.0,-5.0,27.0,16.756252315048457,16.169508826089157,25.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.25881904510252074,0.9659258262890683,-2.775,0.0,25.0,27.0,29.0,-2.0,-4.0,26.0,15.82499231828774,16.756252315048457,23.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,6.123233995736766e-17,1.0,-2.725,0.0,23.0,25.0,27.0,-2.0,-4.0,24.0,15.53281846359928,15.82499231828774,21.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.25881904510252063,0.9659258262890683,-3.225,0.0,21.0,23.0,25.0,-2.0,-4.0,24.0,16.102463157612092,15.53281846359928,19.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.4999999999999998,0.8660254037844388,-3.225,0.0,19.0,21.0,23.0,-2.0,-4.0,23.0,18.51043446873321,16.102463157612092,20.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.7071067811865475,0.7071067811865476,-3.275,0.0,20.0,19.0,21.0,1.0,-1.0,24.0,19.246712723294056,18.51043446873321,28.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.8660254037844387,0.49999999999999994,-3.075,0.0,28.0,20.0,19.0,8.0,9.0,29.0,19.560098990326765,19.246712723294056,26.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.9659258262890682,0.258819045102521,-2.125,0.0,26.0,28.0,20.0,-2.0,6.0,29.0,20.6389037059352,19.560098990326765,21.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-1.0,1.2246467991473532e-16,1.625,0.0,21.0,26.0,28.0,-5.0,-7.0,28.0,17.558154636054507,20.6389037059352,11.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.9659258262890683,-0.2588190451025208,4.35,0.0,11.0,21.0,26.0,-10.0,-15.0,27.0,16.405984396458926,17.558154636054507,7.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.8660254037844388,-0.4999999999999998,5.725,0.0,7.0,11.0,21.0,-4.0,-14.0,20.0,16.14379377539456,16.405984396458926,6.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.7071067811865479,-0.7071067811865471,7.0,0.0,6.0,7.0,11.0,-1.0,-5.0,15.0,16.174890594861182,16.14379377539456,33.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.5000000000000004,-0.8660254037844384,6.85,0.0,33.0,6.0,7.0,27.0,26.0,36.0,18.408972063579576,16.174890594861182,28.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-0.25881904510252063,-0.9659258262890683,4.075,0.0,28.0,33.0,6.0,-5.0,22.0,57.0,20.19784110500212,18.408972063579576,22.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,-1.8369701987210297e-16,-1.0,2.125,0.0,22.0,28.0,33.0,-6.0,-11.0,59.0,21.56325894379214,20.19784110500212,20.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.2588190451025203,-0.9659258262890684,1.575,0.0,20.0,22.0,28.0,-2.0,-8.0,61.0,25.23377724866344,21.56325894379214,25.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.5,-0.8660254037844386,-0.35,0.0,25.0,20.0,22.0,5.0,3.0,62.0,25.71515708252553,25.23377724866344,28.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.7071067811865475,-0.7071067811865477,-0.625,0.0,28.0,25.0,20.0,3.0,8.0,62.0,24.95749079095389,25.71515708252553,33.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.8660254037844384,-0.5000000000000004,-1.625,0.0,33.0,28.0,25.0,5.0,8.0,56.0,23.762483632303255,24.95749079095389,29.0
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.9659258262890681,-0.2588190451025215,-1.5750000000000002,0.0,29.0,33.0,28.0,-4.0,1.0,50.0,22.57380782897833,23.762483632303255,25.0
1,0,0,410,32,1.0,0.0,0.9659258262890683,0.25881904510252074,-1.7,0.0,25.0,29.0,33.0,-4.0,-8.0,46.0,19.26021431272168,22.57380782897833,20.0
1,0,0,410,32,1.0,0.0,0.8660254037844387,0.49999999999999994,-2.25,0.0,20.0,25.0,29.0,-5.0,-9.0,39.0,15.57472551307278,19.26021431272168,19.0
1,0,0,410,32,1.0,0.0,0.7071067811865476,0.7071067811865475,-1.95,0.0,19.0,20.0,25.0,-1.0,-6.0,37.0,16.542218533301867,15.57472551307278,19.0
1,0,0,410,32,1.0,0.0,0.5000000000000001,0.8660254037844386,-2.45,0.0,19.0,19.0,20.0,0.0,-1.0,35.0,16.667226823871616,16.542218533301867,18.0
1,0,0,410,32,1.0,0.0,0.25881904510252074,0.9659258262890683,-2.375,0.0,18.0,19.0,19.0,-1.0,-1.0,32.0,17.60528551297492,16.667226823871616,17.0
1,0,0,410,32,1.0,0.0,6.123233995736766e-17,1.0,-2.5,0.0,17.0,18.0,19.0,-1.0,-2.0,32.0,16.736073423507147,17.60528551297492,18.0
1,0,0,410,32,1.0,0.0,-0.25881904510252063,0.9659258262890683,-2.8,0.0,18.0,17.0,18.0,1.0,0.0,29.0,22.47588228150376,16.736073423507147,18.0
1,0,0,410,32,1.0,0.0,-0.4999999999999998,0.8660254037844388,-2.95,0.0,18.0,18.0,17.0,0.0,1.0,37.0,36.59121112864358,22.47588228150376,21.0
1,0,0,410,32,1.0,0.0,-0.7071067811865475,0.7071067811865476,-3.125,0.0,21.0,18.0,18.0,3.0,3.0,36.0,50.82149452692062,36.59121112864358,25.0
1,0,0,410,32,1.0,0.0,-0.8660254037844387,0.49999999999999994,-2.875,0.0,25.0,21.0,18.0,4.0,7.0,53.0,57.120786293995344,50.82149452692062,24.0
1,0,0,410,32,1.0,0.0,-0.9659258262890682,0.258819045102521,-1.425,0.0,24.0,25.0,21.0,-1.0,3.0,56.0,55.78388384457829,57.120786293995344,20.0
1,0,0,410,32,1.0,0.0,-1.0,1.2246467991473532e-16,2.9,0.0,20.0,24.0,25.0,-4.0,-5.0,57.0,52.93885700281999,55.78388384457829,12.0
1,0,0,410,32,1.0,0.0,-0.9659258262890683,-0.2588190451025208,5.525,0.0,12.0,20.0,24.0,-8.0,-12.0,52.0,51.39986169001865,52.93885700281999,10.0
1,0,0,410,32,1.0,0.0,-0.8660254037844388,-0.4999999999999998,6.425,0.0,10.0,12.0,20.0,-2.0,-10.0,56.0,44.92814102715025,51.39986169001865,15.0
1,0,0,410,32,1.0,0.0,-0.7071067811865479,-0.7071067811865471,7.899999999999999,0.0,15.0,10.0,12.0,5.0,3.0,39.0,48.83147668340333,44.92814102715025,14.0
1,0,0,410,32,1.0,0.0,-0.5000000000000004,-0.8660254037844384,8.725000000000001,0.0,14.0,15.0,10.0,-1.0,4.0,56.0,50.69741746820262,48.83147668340333,73.0
1,0,0,410,32,1.0,0.0,-0.25881904510252063,-0.9659258262890683,4.7,0.0,73.0,14.0,15.0,59.0,58.0,80.0,54.08220251860655,50.69741746820262,58.0
1,0,0,410,32,1.0,0.0,-1.8369701987210297e-16,-1.0,3.15,0.0,58.0,73.0,14.0,-15.0,44.0,95.0,55.24118830024787,54.08220251860655,34.0
1,0,0,410,32,1.0,0.0,0.2588190451025203,-0.9659258262890684,2.05,0.0,34.0,58.0,73.0,-24.0,-39.0,88.0,55.0039219602833,55.24118830024787,83.0
1,0,0,410,32,1.0,0.0,0.5,-0.8660254037844386,0.4,0.0,83.0,34.0,58.0,49.0,25.0,85.0,51.96572175486818,55.0039219602833,38.0
1,0,0,410,32,1.0,0.0,0.7071067811865475,-0.7071067811865477,-0.425,0.0,38.0,83.0,34.0,-45.0,4.0,68.0,46.48573808797583,51.96572175486818,36.0
1,0,0,410,32,1.0,0.0,0.8660254037844384,-0.5000000000000004,-0.975,0.0,36.0,38.0,83.0,-2.0,-47.0,59.0,40.90750239610717,46.48573808797583,35.0
1,0,0,410,32,1.0,0.0,0.9659258262890681,-0.2588190451025215,-1.175,0.0,35.0,36.0,38.0,-1.0,-3.0,51.0,27.965743357038257,40.90750239610717,29.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.9659258262890683,0.25881904510252074,-1.55,0.0,29.0,35.0,36.0,-6.0,-7.0,49.0,22.01797545209315,27.965743357038257,28.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.8660254037844387,0.49999999999999994,-2.05,0.0,28.0,29.0,35.0,-1.0,-7.0,40.0,18.761982660424515,22.01797545209315,23.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.7071067811865476,0.7071067811865475,-2.275,0.0,23.0,28.0,29.0,-5.0,-6.0,36.0,17.899914156750253,18.761982660424515,21.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.5000000000000001,0.8660254037844386,-2.5,0.0,21.0,23.0,28.0,-2.0,-7.0,33.0,17.56392968218372,17.899914156750253,18.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.25881904510252074,0.9659258262890683,-2.975,0.0,18.0,21.0,23.0,-3.0,-5.0,31.0,18.258199556750256,17.56392968218372,18.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,6.123233995736766e-17,1.0,-2.575,0.0,18.0,18.0,21.0,0.0,-3.0,32.0,18.167730475696555,18.258199556750256,15.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.25881904510252063,0.9659258262890683,-2.5,0.0,15.0,18.0,18.0,-3.0,-3.0,34.0,23.45062104035956,18.167730475696555,14.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.4999999999999998,0.8660254037844388,-2.325,0.0,14.0,15.0,18.0,-1.0,-4.0,37.0,39.51430289265821,23.45062104035956,20.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.7071067811865475,0.7071067811865476,-2.25,0.0,20.0,14.0,15.0,6.0,5.0,44.0,54.26330050482392,39.51430289265821,23.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.8660254037844387,0.49999999999999994,-2.125,0.0,23.0,20.0,14.0,3.0,9.0,54.0,58.76371311884324,54.26330050482392,26.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.9659258262890682,0.258819045102521,-1.5499999999999998,0.0,26.0,23.0,20.0,3.0,6.0,60.0,58.6357086064653,58.76371311884324,27.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-1.0,1.2246467991473532e-16,2.475,0.0,27.0,26.0,23.0,1.0,4.0,57.0,56.804632968075936,58.6357086064653,20.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.9659258262890683,-0.2588190451025208,4.7,0.0,20.0,27.0,26.0,-7.0,-6.0,60.0,54.27322572955605,56.804632968075936,12.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.8660254037844388,-0.4999999999999998,6.625,0.0,12.0,20.0,27.0,-8.0,-15.0,65.0,49.37181146586278,54.27322572955605,8.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.7071067811865479,-0.7071067811865471,7.1,0.0,8.0,12.0,20.0,-4.0,-12.0,37.0,50.07291478092908,49.37181146586278,26.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.5000000000000004,-0.8660254037844384,7.15,0.0,26.0,8.0,12.0,18.0,14.0,56.0,53.54217837313013,50.07291478092908,39.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-0.25881904510252063,-0.9659258262890683,3.475,0.0,39.0,26.0,8.0,13.0,31.0,68.0,56.23679233923852,53.54217837313013,65.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,-1.8369701987210297e-16,-1.0,2.1,0.0,65.0,39.0,26.0,26.0,39.0,77.0,57.90128057564039,56.23679233923852,29.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.2588190451025203,-0.9659258262890684,1.175,0.0,29.0,65.0,39.0,-36.0,-10.0,82.0,56.477446270568336,57.90128057564039,34.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.5,-0.8660254037844386,0.5,0.0,34.0,29.0,65.0,5.0,-31.0,77.0,53.33853496858908,56.477446270568336,35.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.7071067811865475,-0.7071067811865477,0.0,0.0,35.0,34.0,29.0,1.0,6.0,68.0,48.20714978717101,53.33853496858908,39.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.8660254037844384,-0.5000000000000004,0.225,0.0,39.0,35.0,34.0,4.0,5.0,63.0,39.01391040818324,48.20714978717101,37.0
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.9659258262890681,-0.2588190451025215,-1.5,0.0,37.0,39.0,35.0,-2.0,2.0,54.0,28.59406559541028,39.01391040818324,31.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.9659258262890683,0.25881904510252074,-1.575,0.0,31.0,37.0,39.0,-6.0,-8.0,47.0,23.244170434997404,28.59406559541028,27.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-1.625,0.0,27.0,31.0,37.0,-4.0,-10.0,36.0,17.0713924020271,23.244170434997404,22.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.7071067811865476,0.7071067811865475,-1.725,0.0,22.0,27.0,31.0,-5.0,-9.0,36.0,17.582786615517055,17.0713924020271,21.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.5000000000000001,0.8660254037844386,-2.3,0.0,21.0,22.0,27.0,-1.0,-6.0,34.0,19.09889682138877,17.582786615517055,19.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.25881904510252074,0.9659258262890683,-2.2,0.0,19.0,21.0,22.0,-2.0,-3.0,32.0,17.617559408865276,19.09889682138877,16.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,6.123233995736766e-17,1.0,-2.65,0.0,16.0,19.0,21.0,-3.0,-5.0,30.0,18.529222100254167,17.617559408865276,13.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.25881904510252063,0.9659258262890683,-2.675,0.0,13.0,16.0,19.0,-3.0,-6.0,32.0,24.816758290774622,18.529222100254167,14.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.4999999999999998,0.8660254037844388,-2.5,0.0,14.0,13.0,16.0,1.0,-2.0,41.0,42.917513860677154,24.816758290774622,19.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.7071067811865475,0.7071067811865476,-2.375,0.0,19.0,14.0,13.0,5.0,6.0,61.0,51.2082302246186,42.917513860677154,24.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.8660254037844387,0.49999999999999994,-2.175,0.0,24.0,19.0,14.0,5.0,10.0,66.0,57.83703799132,51.2082302246186,21.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.9659258262890682,0.258819045102521,-1.0,0.0,21.0,24.0,19.0,-3.0,2.0,66.0,61.07842151232524,57.83703799132,22.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-1.0,1.2246467991473532e-16,2.675,0.0,22.0,21.0,24.0,1.0,-2.0,55.0,57.95352479468233,61.07842151232524,16.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.9659258262890683,-0.2588190451025208,4.525,0.0,16.0,22.0,21.0,-6.0,-5.0,48.0,55.6691777478316,57.95352479468233,12.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.8660254037844388,-0.4999999999999998,7.025,0.0,12.0,16.0,22.0,-4.0,-10.0,43.0,51.375720012193135,55.6691777478316,12.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.7071067811865479,-0.7071067811865471,8.675,0.0,12.0,12.0,16.0,0.0,-4.0,49.0,52.32277743797034,51.375720012193135,12.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.5000000000000004,-0.8660254037844384,9.45,0.0,12.0,12.0,12.0,0.0,0.0,82.0,53.99579716551561,52.32277743797034,89.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-0.25881904510252063,-0.9659258262890683,6.35,0.0,89.0,12.0,12.0,77.0,77.0,126.0,58.75775010701403,53.99579716551561,47.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,-1.8369701987210297e-16,-1.0,4.3,0.0,47.0,89.0,12.0,-42.0,35.0,143.0,60.143633601801,58.75775010701403,31.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.2588190451025203,-0.9659258262890684,2.625,0.0,31.0,47.0,89.0,-16.0,-58.0,101.0,56.92070157849416,60.143633601801,40.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.5,-0.8660254037844386,1.025,0.0,40.0,31.0,47.0,9.0,-7.0,76.0,54.62306654051804,56.92070157849416,38.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.7071067811865475,-0.7071067811865477,0.55,0.0,38.0,40.0,31.0,-2.0,7.0,64.0,49.9776216679507,54.62306654051804,35.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.8660254037844384,-0.5000000000000004,0.3,0.0,35.0,38.0,40.0,-3.0,-5.0,56.0,42.1246009959998,49.9776216679507,37.0
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.9659258262890681,-0.2588190451025215,-0.4499999999999999,0.0,37.0,35.0,38.0,2.0,-1.0,52.0,31.39513046871405,42.1246009959998,36.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,0.9659258262890683,0.25881904510252074,-0.525,0.0,36.0,37.0,35.0,-1.0,1.0,47.0,22.37265086171576,31.39513046871405,29.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-1.275,0.0,29.0,36.0,37.0,-7.0,-8.0,40.0,18.23402474706772,22.37265086171576,25.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,0.7071067811865476,0.7071067811865475,-1.325,0.0,25.0,29.0,36.0,-4.0,-11.0,37.0,17.881056909131207,18.23402474706772,23.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,0.5000000000000001,0.8660254037844386,-1.5,0.0,23.0,25.0,29.0,-2.0,-6.0,35.0,19.355171788917044,17.881056909131207,18.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,0.25881904510252074,0.9659258262890683,-1.35,0.0,18.0,23.0,25.0,-5.0,-7.0,33.0,17.673628337702638,19.355171788917044,14.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,6.123233995736766e-17,1.0,-1.825,0.0,14.0,18.0,23.0,-4.0,-9.0,32.0,17.638454595824864,17.673628337702638,11.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.25881904510252063,0.9659258262890683,-1.475,0.0,11.0,14.0,18.0,-3.0,-7.0,31.0,24.91968482157981,17.638454595824864,9.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.4999999999999998,0.8660254037844388,-1.8,0.0,9.0,11.0,14.0,-2.0,-5.0,38.0,38.97809765888954,24.91968482157981,15.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.7071067811865475,0.7071067811865476,-2.05,0.0,15.0,9.0,11.0,6.0,4.0,37.0,51.02679009471512,38.97809765888954,21.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.8660254037844387,0.49999999999999994,-1.55,0.0,21.0,15.0,9.0,6.0,12.0,59.0,55.90139063693413,51.02679009471512,24.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.9659258262890682,0.258819045102521,-0.575,0.0,24.0,21.0,15.0,3.0,9.0,61.0,57.37875698886137,55.90139063693413,27.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-1.0,1.2246467991473532e-16,4.325,0.0,27.0,24.0,21.0,3.0,6.0,63.0,53.02152272975798,57.37875698886137,15.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.9659258262890683,-0.2588190451025208,7.425,0.0,15.0,27.0,24.0,-12.0,-9.0,53.0,52.16117593141754,53.02152272975798,17.0
1,0,0,410,35,-0.900968867902419,0.43388373911755823,-0.8660254037844388,-0.4999999999999998,5.35,0.0,17.0,15.0,27.0,2.0,-10.0,50.0,50.65534310732189,52.16117593141754,20.0
